,card_number,expiry_date,card_provider,date_payment_confirmed
13486,3596864199718170,03/28,JCB 16 digit,1994-12-13
13487,213149915920860,05/27,JCB 15 digit,2001-07-21
13488,4581281177424230,03/24,VISA 16 digit,1995-09-02
13489,370905852570276,05/25,American Express,2009-01-02
13490,180001147145536,09/31,JCB 15 digit,1994-04-08
13491,676131345735,12/27,Maestro,2012-02-16
13492,3515124263304210,08/30,JCB 16 digit,2020-05-24
13493,340675446461350,02/32,American Express,2020-05-27
13494,4293005127723660,02/32,VISA 16 digit,1996-03-09
13495,4728110327899,10/24,VISA 13 digit,2022-06-10
13496,6530027584325630,02/26,Discover,2003-07-04
13497,4929238045760930,04/30,VISA 16 digit,2011-01-06
13498,3576521703584590,01/31,JCB 16 digit,2009-01-10
13499,4183369576984020,08/26,VISA 16 digit,2009-09-05
13500,585442302030,09/27,Maestro,2009-05-20
13501,6011939296897780,04/30,Discover,1998-09-27
13502,30484140222209,12/29,Diners Club / Carte Blanche,2006-08-16
13503,30085010476492,11/32,Diners Club / Carte Blanche,2019-07-01
13504,5497716488441530,11/32,Mastercard,2010-11-03
13505,4226589715919100,02/23,VISA 16 digit,2009-01-29
13506,4892233460282,05/30,VISA 13 digit,2015-07-26
13507,30464234599472,10/31,Diners Club / Carte Blanche,2021-06-28
13508,348228684931460,08/26,American Express,2021-09-26
13509,6011458697612170,02/24,Discover,1994-01-27
13510,4426080672388900000,06/32,VISA 19 digit,2016-12-05
13511,3510861497379820,02/29,JCB 16 digit,2016-10-11
13512,4307972247337,06/23,VISA 13 digit,2005-10-12
13513,6576533914260930,06/30,Discover,2003-12-15
13515,630416759243,05/25,Maestro,2009-05-15
13516,503894122327,12/31,Maestro,1995-03-16
13517,4655253307893,09/23,VISA 13 digit,2018-03-17
13518,3549505634870400,08/25,JCB 16 digit,1996-08-23
13519,639059677117,11/26,Maestro,2017-04-10
13520,4472895122426770,01/31,VISA 16 digit,2012-10-20
13521,374988574933820,08/26,American Express,1998-05-09
13522,4281556572668710,11/31,VISA 16 digit,2012-12-22
13523,4274795629572,05/26,VISA 13 digit,2000-06-22
13524,4059413373723,09/23,VISA 13 digit,2019-09-24
13525,378115543550305,02/29,American Express,2010-11-29
13526,2252422286253880,10/28,Mastercard,2014-01-07
13527,4606657528295400000,06/32,VISA 19 digit,2005-05-02
13528,180067787753467,07/31,JCB 15 digit,1996-09-04
13529,4073455747514160,12/28,VISA 16 digit,2015-02-22
13530,3530989357713000,09/23,JCB 16 digit,1995-06-06
13531,213101358641099,09/27,JCB 15 digit,2016-08-28
13532,4882467257894310000,08/30,VISA 19 digit,1994-07-13
13533,501816460551,01/23,Maestro,1995-03-23
13534,4108694548345,11/24,VISA 13 digit,2017-08-06
13535,4443944244059730,07/30,VISA 16 digit,2017-11-15
13536,6518419860165470,11/22,Discover,2018-11-11
13537,630403661261,04/29,Maestro,1998-08-01
13538,379469012013611,02/24,American Express,2019-01-26
13539,2240270741953120,01/28,Mastercard,1994-07-11
13540,2286278321321920,02/29,Mastercard,2015-03-19
13541,2459075132105880,03/29,Mastercard,2001-12-02
13542,3521938061382510,03/30,JCB 16 digit,2019-01-26
13543,213147190533838,02/30,JCB 15 digit,2008-04-09
13544,4629422577916110,11/31,VISA 16 digit,1999-01-30
13545,30105842550577,12/24,Diners Club / Carte Blanche,1996-01-09
13546,6011515284302190,07/29,Discover,2018-03-26
13547,6011744837497530,07/24,Discover,2005-08-26
13548,4440146754035,09/29,VISA 13 digit,2000-06-22
13549,6011884285976530,11/31,Discover,2011-06-01
13550,3588448746210820,09/29,JCB 16 digit,2018-02-17
13551,6011049987820560,10/27,Discover,1995-05-16
13552,3509502020911910,11/24,JCB 16 digit,1995-10-05
13553,4748150921583,05/25,VISA 13 digit,1996-05-28
13554,342712611253292,10/31,American Express,2000-06-27
13555,4787788028140790,10/31,VISA 16 digit,1998-12-16
13556,4416060515800,07/29,VISA 13 digit,2017-04-27
13557,180083663845863,02/27,JCB 15 digit,1994-03-04
13558,30017183786068,08/27,Diners Club / Carte Blanche,2011-03-25
13559,6011531165309720,09/23,Discover,2013-07-15
13560,5280548151229080,07/29,Mastercard,2010-08-22
13561,4517313169909560,09/25,VISA 16 digit,2011-05-26
13562,675996030838,08/25,Maestro,1993-08-03
13563,30070002522826,10/31,Diners Club / Carte Blanche,2020-06-06
13564,2705464808682740,04/30,Mastercard,2002-11-01
13566,2263203864655520,08/31,Mastercard,2018-04-14
13567,3524829588778980,12/30,JCB 16 digit,2012-05-16
13568,3597416219570400,08/24,JCB 16 digit,2018-07-03
13569,38055287404099,08/27,Diners Club / Carte Blanche,2002-03-03
13570,4846674659131230,07/25,VISA 16 digit,1999-06-16
13571,4621299708114860000,04/32,VISA 19 digit,1995-06-18
13572,4059106734216280,03/27,VISA 16 digit,1993-08-02
13573,374712216151496,09/32,American Express,2019-11-29
13574,180028228868512,03/23,JCB 15 digit,2003-02-13
13575,4949494632508200000,04/29,VISA 19 digit,2020-05-20
13576,30490665703929,01/27,Diners Club / Carte Blanche,2014-05-30
13577,341139719400669,10/28,American Express,1993-01-22
13578,639005061820,01/28,Maestro,2018-11-16
13579,30582592987177,02/30,Diners Club / Carte Blanche,1996-05-24
13580,4744752788447,02/26,VISA 13 digit,2015-10-25
13581,4385533418116410000,06/25,VISA 19 digit,2000-04-27
13582,3578154020000300,02/24,JCB 16 digit,2007-03-17
13583,3527997697959910,05/30,JCB 16 digit,1999-05-06
13584,589966101414,08/28,Maestro,2002-07-30
13585,30374169305896,11/30,Diners Club / Carte Blanche,2010-12-12
13586,3544005811433870,10/32,JCB 16 digit,2002-08-26
13587,30432608609755,07/28,Diners Club / Carte Blanche,2015-09-04
13588,379621135784714,11/27,American Express,1997-06-22
13589,3521764354619000,05/25,JCB 16 digit,2003-05-13
13590,3517914774684950,05/31,JCB 16 digit,2001-08-31
13591,4605810988448420,08/24,VISA 16 digit,2017-08-30
13592,4597824803853250,04/27,VISA 16 digit,2007-02-03
13593,3592150380384930,10/32,JCB 16 digit,2022-04-10
13594,180088757624462,11/30,JCB 15 digit,2021-02-28
13595,2244570876868440,05/30,Mastercard,2007-04-25
13596,3529188200651860,12/31,JCB 16 digit,2005-05-16
13597,340456094327379,12/31,American Express,2004-07-13
13598,30128341515339,01/30,Diners Club / Carte Blanche,2016-10-24
13599,4688733449331210,08/27,VISA 16 digit,2022-02-08
13600,213113258488299,04/31,JCB 15 digit,2013-04-18
13601,4852817220864570000,10/27,VISA 19 digit,2009-08-14
13602,639018059563,01/28,Maestro,1996-08-26
13603,60442591651,10/27,Maestro,2005-03-02
13604,341127161798961,07/29,American Express,2001-05-11
13605,30412251979689,01/31,Diners Club / Carte Blanche,2017-11-19
13606,371133694330838,02/29,American Express,2002-08-16
13607,3572236230192860,11/25,JCB 16 digit,1996-10-12
13608,3552695623309020,10/32,JCB 16 digit,2007-11-06
13609,5414742720016550,02/28,Mastercard,1998-06-05
13610,4683801136424,09/23,VISA 13 digit,1996-08-01
13611,36682392306570,02/23,Diners Club / Carte Blanche,2008-12-19
13612,4070075269472240000,03/23,VISA 19 digit,1998-01-06
13613,2234193438506850,12/29,Mastercard,1999-09-05
13614,60476415660,02/32,Maestro,1993-11-18
13615,4114496026016390,01/26,VISA 16 digit,2021-11-12
13617,4089739603707880,11/23,VISA 16 digit,2004-07-20
13618,5320014171291950,06/24,Mastercard,2002-09-16
13619,4434870700132,06/27,VISA 13 digit,2021-01-10
13620,5475305914604490,04/28,Mastercard,2006-02-01
13621,4481130039632650,04/29,VISA 16 digit,2013-11-03
13622,30134380283094,12/22,Diners Club / Carte Blanche,2014-02-07
13623,6598383663538170,01/24,Discover,2009-12-07
13624,3553787865967660,09/32,JCB 16 digit,2009-08-29
13625,4624717851915080000,05/24,VISA 19 digit,2021-11-19
13626,180048887862846,03/25,JCB 15 digit,2015-05-05
13627,4918392423637,03/31,VISA 13 digit,2011-05-07
13628,4643504254458750,10/30,VISA 16 digit,2017-05-06
13629,4890532891895180000,08/25,VISA 19 digit,2008-08-20
13630,4465291401751,12/31,VISA 13 digit,2001-03-03
13631,4292097224069090,04/27,VISA 16 digit,2009-04-06
13632,630448919898,05/24,Maestro,1993-05-04
13633,3500726735760550,06/32,JCB 16 digit,2004-09-25
13634,213118430675234,01/24,JCB 15 digit,2015-02-07
13635,342173946459478,12/22,American Express,2014-02-27
13636,4799893460358550,02/25,VISA 16 digit,2012-08-17
13637,6536224914361590,04/30,Discover,2009-03-18
13638,4123688314615760000,08/24,VISA 19 digit,2002-11-05
13639,180039886573294,01/25,JCB 15 digit,2003-06-18
13640,4082906538637220,06/30,VISA 16 digit,2010-01-14
13641,3548693553755630,02/26,JCB 16 digit,2020-07-04
13642,6011908856557400,11/27,Discover,2012-01-11
13643,3555883286818870,03/25,JCB 16 digit,2002-09-29
13644,4309076159353500000,10/23,VISA 19 digit,2021-04-02
13645,4458494955913,10/32,VISA 13 digit,2001-05-14
13646,3569466426864000,03/26,JCB 16 digit,2010-06-26
13647,4409221699182330000,03/31,VISA 19 digit,1993-09-01
13648,4958773402602,08/23,VISA 13 digit,2015-03-20
13649,373732172449115,05/29,American Express,2003-07-15
13650,4410509149706360,08/24,VISA 16 digit,2020-10-30
13651,3512210695570170,03/32,JCB 16 digit,2015-05-02
13652,4855813154278,01/28,VISA 13 digit,2021-04-02
13653,3549543355419930,12/26,JCB 16 digit,2017-01-07
13654,2629269940189020,03/27,Mastercard,1993-03-18
13655,581844948538,06/24,Maestro,1997-08-04
13656,30204265277048,10/28,Diners Club / Carte Blanche,2005-09-24
13657,30575886104327,02/32,Diners Club / Carte Blanche,2016-06-29
13658,30195647494923,03/32,Diners Club / Carte Blanche,2009-08-18
13659,6011955284512850,06/26,Discover,2000-06-30
13660,4295906578836310,07/26,VISA 16 digit,2022-10-14
13661,4118992542099650000,05/24,VISA 19 digit,2002-06-02
13662,180012474181036,07/28,JCB 15 digit,2010-05-25
13663,348231116644024,07/23,American Express,2021-02-16
13664,30320316658869,07/23,Diners Club / Carte Blanche,2008-08-18
13665,3567354937136500,07/27,JCB 16 digit,2012-10-15
13666,630452168812,05/30,Maestro,2001-06-03
13668,676145839178,01/23,Maestro,2011-04-16
13669,4803754477749940,10/29,VISA 16 digit,2013-10-05
13670,4282315472516140,04/30,VISA 16 digit,2011-04-20
13671,4483751466198,12/23,VISA 13 digit,2005-02-26
13672,4497536984351690,02/28,VISA 16 digit,2010-05-19
13673,4744988970066,02/31,VISA 13 digit,2000-12-10
13674,2236381084112470,08/29,Mastercard,1997-01-09
13675,2397077798945750,03/29,Mastercard,2020-06-01
13676,4492783113454,02/28,VISA 13 digit,2020-12-09
13677,3563006199614490,05/27,JCB 16 digit,1993-08-22
13678,4625085302449550,08/28,VISA 16 digit,2019-07-22
13679,4118430065657630,12/31,VISA 16 digit,2019-05-01
13680,345410546178505,10/27,American Express,1996-01-05
13681,30470336793145,04/29,Diners Club / Carte Blanche,1998-09-16
13682,4030795861629030,01/23,VISA 16 digit,2021-05-21
13683,4707519519835,05/30,VISA 13 digit,1998-12-28
13684,3501480624611270,01/23,JCB 16 digit,2011-05-20
13685,3537663380731470,01/30,JCB 16 digit,1997-12-25
13686,4641191742451060,08/28,VISA 16 digit,2018-10-30
13687,6011987084652910,03/23,Discover,1996-09-11
13688,676385886616,09/30,Maestro,1994-09-15
13689,4538572035412830,07/28,VISA 16 digit,2018-03-28
13690,6505353103030710,04/27,Discover,1993-09-19
13691,30248010636354,03/24,Diners Club / Carte Blanche,2015-05-13
13692,4011321279360140000,09/28,VISA 19 digit,2017-08-22
13693,3553095573383720,03/30,JCB 16 digit,2013-03-08
13694,4093471901661,06/23,VISA 13 digit,2019-03-16
13695,4260451555003,03/27,VISA 13 digit,1996-11-30
13696,576504854281,05/31,Maestro,2003-08-31
13697,4815074926282000,11/26,VISA 16 digit,2014-12-07
13698,6538828222115340,07/28,Discover,2018-10-27
13699,3543094871758640,03/30,JCB 16 digit,1997-08-03
13700,6534204104903080,05/27,Discover,2003-08-13
13701,36770656662257,05/31,Diners Club / Carte Blanche,2003-07-31
13702,373028417685674,02/29,American Express,2017-03-14
13703,36373119636396,10/29,Diners Club / Carte Blanche,2021-11-30
13704,6011595375473790,11/31,Discover,1998-09-21
13705,6565542154105460,08/27,Discover,2002-06-16
13706,4889378287140,09/24,VISA 13 digit,2013-02-22
13707,378578646919935,05/32,American Express,1997-06-16
13708,4793909543013470,03/23,VISA 16 digit,2000-09-26
13709,30011664606929,09/27,Diners Club / Carte Blanche,2018-08-23
13710,3581308038650120,01/28,JCB 16 digit,2019-07-19
13711,213151372356901,03/29,JCB 15 digit,2022-03-20
13712,4520726146974100,05/27,VISA 16 digit,1994-07-31
13713,3508644372353600,12/31,JCB 16 digit,2001-01-17
13714,4695822631902,12/23,VISA 13 digit,2006-12-15
13715,213104842479266,07/24,JCB 15 digit,2009-01-26
13716,6542234427365340,04/32,Discover,2007-01-28
13717,213178777525434,04/29,JCB 15 digit,2003-10-15
13719,676297796515,04/28,Maestro,2003-07-12
13720,4620724131660,03/29,VISA 13 digit,1993-08-20
13721,4959804575568200,12/26,VISA 16 digit,2006-11-13
13722,675946698601,05/27,Maestro,2021-07-06
13723,4088230285743680,02/23,VISA 16 digit,2020-08-14
13724,3569887161875200,09/31,JCB 16 digit,1996-02-27
13725,4201512215179570000,08/29,VISA 19 digit,1996-07-24
13726,4360026130766870,08/31,VISA 16 digit,2018-04-29
13727,30069538287417,12/26,Diners Club / Carte Blanche,1995-12-07
13728,213126184647226,06/31,JCB 15 digit,2018-01-15
13729,213122980663814,08/23,JCB 15 digit,2000-01-02
13730,2298357546890700,09/30,Mastercard,1993-01-23
13731,4623465421378020000,09/26,VISA 19 digit,2007-06-19
13732,4630930205406,08/23,VISA 13 digit,2018-09-26
13733,675905450366,06/27,Maestro,2014-11-06
13734,4750986938361940000,12/31,VISA 19 digit,2018-11-06
13735,675975290189,09/28,Maestro,1999-04-02
13736,180035792592170,11/26,JCB 15 digit,2020-03-11
13737,3581152234264230,11/31,JCB 16 digit,2019-01-27
13738,347338103555690,07/28,American Express,2001-10-09
13739,4412530801638720,06/31,VISA 16 digit,1993-04-17
13740,346812986396159,04/31,American Express,2015-06-12
13741,213145531659957,02/26,JCB 15 digit,2013-12-21
13742,4350339643818590000,10/28,VISA 19 digit,2015-02-11
13743,4641521963352,10/26,VISA 13 digit,2016-07-31
13744,30257273277178,01/26,Diners Club / Carte Blanche,2004-07-20
13745,5213748093233810,04/29,Mastercard,2018-04-11
13746,3547240544465910,05/25,JCB 16 digit,2014-12-16
13747,6011169934171600,04/24,Discover,1994-09-18
13748,4963639646905,11/30,VISA 13 digit,2014-02-18
13749,3564740682517380,04/24,JCB 16 digit,2003-12-12
13750,4537055278205660,08/30,VISA 16 digit,2008-12-08
13751,30368892034781,02/24,Diners Club / Carte Blanche,2009-01-13
13752,5470019005652690,03/27,Mastercard,2002-11-24
13753,4888761141595110,05/31,VISA 16 digit,2009-01-29
13754,213152665715506,03/24,JCB 15 digit,2000-08-26
13755,375015627134104,03/24,American Express,1999-08-29
13756,3520724455225230,03/32,JCB 16 digit,2016-05-31
13757,4818967607742060,10/32,VISA 16 digit,2009-09-20
13758,4847487562149810000,11/26,VISA 19 digit,2001-11-21
13759,4829290716938840,03/30,VISA 16 digit,2006-01-13
13760,3524385222805860,01/27,JCB 16 digit,2006-06-20
13761,5237212213614300,08/28,Mastercard,1999-04-21
13762,5186963525014210,08/32,Mastercard,2010-03-20
13763,30578056692212,09/29,Diners Club / Carte Blanche,1996-04-08
13764,4847544882681800,10/29,VISA 16 digit,2011-08-22
13765,562864637391,03/24,Maestro,2006-09-14
13766,4449356352486950,03/25,VISA 16 digit,2000-12-11
13767,30245652529830,12/30,Diners Club / Carte Blanche,2014-05-29
13768,4705113322621040,09/28,VISA 16 digit,1993-05-21
13770,4196491708975430000,12/28,VISA 19 digit,2013-07-12
13771,213185161948593,02/26,JCB 15 digit,1994-02-27
13772,4283860031357340,11/28,VISA 16 digit,1997-11-11
13773,38875319756335,04/29,Diners Club / Carte Blanche,1993-03-05
13774,30524954232578,03/31,Diners Club / Carte Blanche,1998-05-09
13775,213146015575149,03/28,JCB 15 digit,2018-02-01
13776,213110014799456,12/27,JCB 15 digit,2006-07-28
13777,3587335228268190,01/31,JCB 16 digit,2010-10-10
13778,2466043812512990,01/29,Mastercard,2007-07-22
13779,4495816918780930000,07/28,VISA 19 digit,1996-12-04
13780,3561068246254780,04/32,JCB 16 digit,2014-09-11
13781,36518953180014,04/29,Diners Club / Carte Blanche,1993-05-15
13782,4353807998702,03/31,VISA 13 digit,2004-02-11
13783,6011643620943080,08/30,Discover,2004-06-02
13784,4289669473549530,07/27,VISA 16 digit,2022-07-15
13785,4173978310333,01/28,VISA 13 digit,2007-05-18
13786,4049710416137390,01/25,VISA 16 digit,1999-03-24
13787,4407617798715770000,12/29,VISA 19 digit,2007-08-08
13788,4156344338457280,10/31,VISA 16 digit,2007-01-14
13789,4898272460828,10/26,VISA 13 digit,2009-04-23
13790,6595386867901890,11/25,Discover,2000-03-14
13791,30154099910530,03/23,Diners Club / Carte Blanche,2021-08-07
13792,2285974339455010,08/32,Mastercard,1997-06-24
13793,2715119131514090,02/25,Mastercard,2016-11-03
13794,639019812630,10/29,Maestro,2017-05-14
13795,213146972286920,12/24,JCB 15 digit,2009-05-08
13796,3514108897963990,01/25,JCB 16 digit,2008-12-12
13797,3575631153883240,01/32,JCB 16 digit,2019-07-26
13798,3593386450790610,04/30,JCB 16 digit,2015-07-23
13799,4683023985838850000,06/31,VISA 19 digit,1996-12-16
13800,2484210711608850,08/26,Mastercard,2017-08-10
13801,4367859693565560000,05/23,VISA 19 digit,2016-08-07
13802,30094116619203,04/29,Diners Club / Carte Blanche,2007-08-18
13803,3596678929090270,03/26,JCB 16 digit,1998-11-02
13804,36575740380976,08/27,Diners Club / Carte Blanche,2008-12-10
13805,180066500657682,11/30,JCB 15 digit,2020-01-08
13806,4038742950518,12/26,VISA 13 digit,1994-07-19
13807,375759814867212,05/28,American Express,1998-09-21
13808,5366025660449920,06/25,Mastercard,2009-08-06
13809,5207420559869720,11/27,Mastercard,2019-12-16
13810,4629262196308,06/23,VISA 13 digit,1994-04-04
13811,4028130308383000,05/26,VISA 16 digit,2014-04-13
13812,344817914608981,04/29,American Express,2013-03-16
13813,4961443380344800,08/29,VISA 16 digit,2007-08-07
13814,4878227064513600,12/27,VISA 16 digit,1999-09-29
13815,3595367580909890,04/26,JCB 16 digit,2019-10-05
13816,4934779685771,03/28,VISA 13 digit,2014-06-25
13817,4688688260016600,11/31,VISA 16 digit,2015-10-03
13818,30159383008651,10/27,Diners Club / Carte Blanche,2012-03-02
13819,370607608451831,08/27,American Express,2015-08-27
13821,378363260910027,10/27,American Express,1993-02-20
13822,36483758206979,10/30,Diners Club / Carte Blanche,2001-12-11
13823,60410948412,09/32,Maestro,2003-12-10
13824,3509766010294900,03/31,JCB 16 digit,2020-12-03
13825,4640860643469840,11/26,VISA 16 digit,2015-08-08
13826,30345934556898,03/28,Diners Club / Carte Blanche,2015-10-15
13827,6522978551386160,12/25,Discover,2016-12-31
13828,3520037418775260,06/28,JCB 16 digit,2005-02-01
13829,3518819862777840,06/32,JCB 16 digit,1999-03-06
13830,3554121256355680,05/26,JCB 16 digit,2016-12-10
13831,4855621642812770,08/27,VISA 16 digit,2000-06-01
13832,2608352417849660,03/23,Mastercard,2011-07-05
13833,6566062696994680,06/28,Discover,2019-03-18
13834,4758428370414640000,06/25,VISA 19 digit,2003-11-03
13835,4048195235506300,10/27,VISA 16 digit,2009-11-27
13836,30394772291473,04/31,Diners Club / Carte Blanche,1996-01-20
13837,30575877086665,02/31,Diners Club / Carte Blanche,2021-06-06
13838,378792144827132,10/25,American Express,1994-06-27
13839,502089300417,01/32,Maestro,2012-04-17
13840,213119395347694,12/23,JCB 15 digit,2018-02-04
13841,4163357303331660,01/29,VISA 16 digit,2005-02-24
13842,3582199583582480,09/27,JCB 16 digit,1993-09-02
13843,4252782340921490,04/32,VISA 16 digit,2015-06-27
13844,342360733473305,02/27,American Express,1996-03-03
13845,3552804676898940,01/25,JCB 16 digit,2021-07-22
13846,4802477820355720,12/25,VISA 16 digit,2020-10-07
